code,CoName,S17Nm,S33Nm,ScaleCat,MktNm,MrgnNm
2621,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
2622,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
2623,ブラックロック・ジャパン株式会社　ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
2624,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,その他,その他,-,その他,貸借
2625,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,その他,その他,-,その他,貸借
2626,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　デジタル・イノベーション−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2627,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ｅコマース−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2628,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）,その他,その他,-,その他,貸借
2629,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,その他,その他,-,その他,貸借
262A,インターメスティック,小売,小売業,TOPIX Small 2,プライム,信用
2630,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,その他,その他,-,その他,貸借
2631,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳナスダック１００上場投信,その他,その他,-,その他,貸借
2632,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,その他,その他,-,その他,貸借
2633,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
2634,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,その他,その他,-,その他,貸借
2636,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2637,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　クリーンテック−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2638,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ロボティクス＆ＡＩ−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2639,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　バイオ＆メドテック−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
263A,デジタルキューブ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
2640,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　ゲーム＆アニメ−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2641,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　グローバルリーダーズ−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2642,三井住友トラスト・アセットマネジメント株式会社　ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株,その他,その他,-,その他,貸借
2643,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信,その他,その他,-,その他,貸借
2644,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　半導体関連−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2645,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　レジャー＆エンターテインメント−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2646,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　メタルビジネス−日本株式　ＥＴＦ,その他,その他,-,その他,貸借
2647,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７−１０年）インデックス（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,貸借
2648,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７−１０年）インデックス（為替ヘッジあり）連動型上場投信,その他,その他,-,その他,貸借
2649,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
264A,Ｓｃｈｏｏ,情報通信・サービスその他,サービス業,-,グロース,信用
2652,まんだらけ,小売,小売業,-,スタンダード,貸借
2653,イオン九州,小売,小売業,-,スタンダード,信用
2654,アスモ,小売,小売業,-,スタンダード,貸借
2656,ベクターホールディングス,小売,小売業,-,スタンダード,信用
2659,サンエー,小売,小売業,TOPIX Small 1,プライム,貸借
265A,Ｈｍｃｏｍｍ,情報通信・サービスその他,情報･通信業,-,グロース,信用
2664,カワチ薬品,小売,小売業,TOPIX Small 1,プライム,貸借
2666,オートウェーブ,小売,小売業,-,スタンダード,信用
2667,イメージ　ワン,商社・卸売,卸売業,-,スタンダード,貸借
2668,タビオ,商社・卸売,卸売業,-,スタンダード,信用
2669,カネ美食品,小売,小売業,-,スタンダード,貸借
266A,グローカルマーケティング,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
2670,エービーシー・マート,小売,小売業,TOPIX Mid400,プライム,貸借
2673,夢みつけ隊,小売,小売業,-,スタンダード,信用
2674,ハードオフコーポレーション,小売,小売業,TOPIX Small 2,プライム,貸借
2676,高千穂交易,商社・卸売,卸売業,TOPIX Small 2,プライム,貸借
2678,アスクル,小売,小売業,TOPIX Small 1,プライム,貸借
267A,トワライズ,金融（除く銀行）,その他金融業,-,TOKYO PRO MARKET,その他
2681,ゲオホールディングス,小売,小売業,TOPIX Small 1,プライム,貸借
2683,魚喜,小売,小売業,-,スタンダード,信用
2685,アンドエスティＨＤ,小売,小売業,TOPIX Small 1,プライム,貸借
2687,シー・ヴイ・エス・ベイエリア,情報通信・サービスその他,サービス業,-,スタンダード,貸借
2689,オルバヘルスケアホールディングス,商社・卸売,卸売業,-,スタンダード,貸借
268A,リガク・ホールディングス,電機・精密,精密機器,TOPIX Small 1,プライム,信用
2693,ＹＫＴ,商社・卸売,卸売業,-,スタンダード,信用
2694,焼肉坂井ホールディングス,小売,小売業,-,スタンダード,貸借
2695,くら寿司,小売,小売業,TOPIX Small 1,プライム,貸借
2698,キャンドゥ,小売,小売業,TOPIX Small 2,スタンダード,貸借
269A,Ｓａｐｅｅｔ,情報通信・サービスその他,情報･通信業,-,グロース,信用
2700,木徳神糧,商社・卸売,卸売業,-,スタンダード,信用
2702,日本マクドナルドホールディングス,小売,小売業,-,スタンダード,貸借
2705,大戸屋ホールディングス,小売,小売業,-,スタンダード,貸借
2708,久世,商社・卸売,卸売業,-,スタンダード,信用
271A,アクセリア,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
2721,ジェイホールディングス,商社・卸売,卸売業,-,スタンダード,信用
2722,ＩＫホールディングス,小売,小売業,-,スタンダード,貸借
2726,パルグループホールディングス,小売,小売業,TOPIX Small 1,プライム,貸借
2730,エディオン,小売,小売業,TOPIX Small 1,プライム,貸借
2733,あらた,商社・卸売,卸売業,TOPIX Small 1,プライム,貸借
2734,サーラコーポレーション,小売,小売業,TOPIX Small 2,プライム,貸借
2735,ワッツ,小売,小売業,-,スタンダード,貸借
2736,フェスタリアホールディングス,小売,小売業,-,スタンダード,信用
2737,トーメンデバイス,商社・卸売,卸売業,TOPIX Small 2,プライム,信用
273A,ＳＢＩアセットマネジメント株式会社　ＳＢＩ　サウジアラビア株式上場投信,その他,その他,-,その他,貸借
2742,ハローズ,小売,小売業,TOPIX Small 2,プライム,貸借
2747,北雄ラッキー,小売,小売業,-,スタンダード,信用
2749,ＪＰホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
274A,ガーデン,小売,小売業,-,スタンダード,信用
2750,石光商事,商社・卸売,卸売業,-,スタンダード,貸借
2751,テンポスホールディングス,商社・卸売,卸売業,-,スタンダード,貸借
2752,フジオフードグループ本社,小売,小売業,TOPIX Small 1,プライム,貸借
2753,あみやき亭,小売,小売業,TOPIX Small 2,プライム,信用
2760,東京エレクトロン　デバイス,商社・卸売,卸売業,TOPIX Small 1,プライム,貸借
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,小売,小売業,-,スタンダード,信用
2764,ひらまつ,小売,小売業,-,スタンダード,信用
2767,円谷フィールズホールディングス,商社・卸売,卸売業,TOPIX Small 1,プライム,信用
2768,双日,商社・卸売,卸売業,TOPIX Mid400,プライム,貸借
2769,ヴィレッジヴァンガードコーポレーション,小売,小売業,-,スタンダード,信用
276A,ククレブ・アドバイザーズ,不動産,不動産業,-,グロース,信用
2776,新都ホールディングス,商社・卸売,卸売業,-,スタンダード,信用
2778,パレモ・ホールディングス,小売,小売業,-,スタンダード,貸借
277A,グロービング,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,信用
2780,コメ兵ホールディングス,小売,小売業,-,スタンダード,信用
2782,セリア,小売,小売業,-,スタンダード,貸借
2784,アルフレッサ　ホールディングス,商社・卸売,卸売業,TOPIX Mid400,プライム,貸借
2788,アップルインターナショナル,商社・卸売,卸売業,-,スタンダード,信用
2789,カルラ,小売,小売業,-,スタンダード,信用
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,電機・精密,精密機器,-,グロース,信用
2790,ナフコ,小売,小売業,-,スタンダード,信用
2791,大黒天物産,小売,小売業,TOPIX Small 1,プライム,貸借
2792,ハニーズホールディングス,小売,小売業,TOPIX Small 2,プライム,貸借
2795,日本プリメックス,商社・卸売,卸売業,-,スタンダード,信用
